S.No,Tracking ID,Kollegeapply ID,Client Name,Account Category,Onboarding Status,Campaign Status,Type of Account,Account Zone,State,City,Sales TL,Sales AM,Ops Zonal Manager,Ops TL,OPS AM,Payment Status,Course,Type of Calling,Deal Type,Performance Parameter,Delivery Method,Min Daily Lead Limit(DLL),Max Daily Lead Limit(DLL)	,CRM,CRM Access Status,Client Name in CRM,Feedback Status,CRM Data Status,Application Form Link,Delivery Remark (Objective),Target Lead,Target Application,Target Admission,On-Boarding Date,Delivery Start Date,Delivery End Date,No. of Days,Ads Approval,Ads Status,Landing Page Used,Ads Redirection Link,Ads Started Date,META Status,API Limit,Maximum DLL (Daily Lead Limit),Regular DLL (Daily Lead Limit),Lead Origin - Ads Leads,Application Form Fee,Application Last Date,KAPP LP - Adwords Desktop,KAPP LP - Adwords Mobile,KAPP LP - Bing,KAPP LP - META,KAPP LP - SMS,KAPP LP - Email,KAPP LP - Whatsapp,Duplicate Lead Code,Application Code,Vendor Code,Admission Code,OTP Page ?,Application Status,Application Remarks,Admission Status,Admission Remarks,Campaign Remarks
263,12000263,7045000,Alard University,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Not Received,B.Tech/BCA/BBA/MCA/MBA/BA/LLB/B.Sc/B.Pharma/D.Pharma/M.Pharma,Client,CPS,Admission,API,30,50,NPF 6,Received,-,Realtime,Mask,https://admissions.alarduniversity.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,10000,,50,12-Jan-2026,13-Jan-2026,,91,Yes - Open,Not Running,,https://admissions.alarduniversity.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,50,50,,,,ca263,cb263,cc263,cm263,cs263,ce263,cw263,cad263,cap263,cv263,,No,,,,,
264,12000264,7033362,BSS Foundation,,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Received,MBA/PGDM/BBA/B.COM/BAC/MMS,Client,CPA,Application,API,30,50,Extraaedge,Received,BSS Foundation,Realtime,Mask,,,15000,50,,12-Jan-2026,13-Jan-2026,,91,Yes - Open,Running,Client LP,https://bssfoundationcollege.extraaedge.com/?utm_source=KollegeApply&utm_medium=bk01&utm_campaign=2026,,,,,100,,,,ca264,cb264,cc264,cm264,cs264,ce264,cw264,cad264,cap264,cv264,,No,,,,,
265,12000265,7054072,Istituto Marangoni,,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,Not Received,Fashion & Interiro Design & all courses at Marangoni,In House,CPS,Admission,Google Sheet,50,100,Google Sheet,NA,-,Offline,UnMask,https://lp.kollegeapply.com/istitutomarangoni/,,3000,,10,12-Jan-2026,12-Jan-2026,,92,Yes - Open,Stopped,KAPP LP,https://lp.kollegeapply.com/istitutomarangoni/,,,,,50,,,,ca265,cb265,cc265,cm265,cs265,ce265,cw265,cad265,cap265,cv265,,,,,,,
266,12000266,7021696,RIIM,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,Received,MBA/PGDM,Client,CPS,Admission,API,10,30,NPF,Not Received,-,Realtime,Mask,https://ramachandran.in6.nopaperforms.com/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,3000,,3,12-Jan-2026,13-Jan-2026,,91,Yes - Open,Not Running,,https://ramachandran.in6.nopaperforms.com/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,50,50,,,,ca266,cb266,cc266,cm266,cs266,ce266,cw266,cad266,cap266,cv266,,,,,,,
267,12000267,7043085,Somaiya Vidyavihar University,,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,In Process,All Courses,Client,CPA,Application,API,100,200,Client,Not Received,-,Realtime,Mask,https://application.somaiya.edu/login?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,50000,1000,,12-Jan-2026,13-Jan-2026,,91,Yes - Open,Running,Client LP,https://application.somaiya.edu/login?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,,,,1000,,,,ca267,cb267,cc267,cm267,cs267,ce267,cw267,cad267,cap267,cv267,,No,,,,,
268,12000268,7043261,Vels Institute of Science Technology & Advance Studies,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,"B.Sc, M.Sc, B.Tech, M.Tech, B.Pharm, BBA, MBA, BA, MA,BCA, MCA, B.A LL.B,  B.B.A LL.B, B.Com LL.B,  LL.B, BPT, BOT",Client,CPL,Application,API,10,25,Client,Received,,Realtime,UnMask,https://erp.vistas.ac.in/velsonline/applicationist/loginManager/applicantRegistration.jsp?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,200,,13-Jan-2026,20-Jan-2026,,84,Yes - Open,Not Running,,https://lp.kollegeapply.com/VISTAS-Group-admission-guidance2026/,,,No,50,50,API,,,ca268,cb268,cc268,cm268,cs268,ce268,cw268,cad268,cap268,cv268,,,,,,,
269,12000269,7042620,Jaipur National University,,Onboarded,Active,College/University,West,Rajasthan,Jaipur,Mayank Kothari,Mohit Thakur,Govind Mahara,Ankit Kumar,Ankit Kumar,Received,All Courses,Client,CPS,Admission,API,-,150,NPF 5,Received,,Realtime,UnMask,,,,,250,13-Jan-2026,16-Jan-2026,,88,No,Running,Client LP,https://apply.jnujaipur.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,Yes,120,100,,,,ca269,cb269,cc269,cm269,cs269,ce269,cw269,cad269,cap269,cv269,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
270,12000270,7010551,Global Institute Of Technology,,Onboarded,Active,College/University,West,Rajasthan,Jaipur,Mayank Kothari,Mohit Thakur,Govind Mahara,Ankit Kumar,Ankit Kumar,Pending,B.Tech,Client,CPS,Admission,API,-,60,NPF,Received,,Realtime,UnMask,,,,,40,13-Jan-2026,17-Jan-2026,,87,Yes - Open,Stopped,Client LP,https://admissions.gitjaipur.com/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,Yes,100,60,Online,,,ca270,cb270,cc270,cm270,cs270,ce270,cw270,cad270,cap270,cv270,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
271,12000271,7044103,AIMT PG,P5,Onboarded,Active,College/University,North,Uttar Pradesh,Greater Noida,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Received,MBA & PGDM,Client,CPS,Admission,API,40,50,NPF 8,Received,Accurate Institute of Management & Technology,,Mask,,,,,12,13-Jan-2026,14-Jan-2026,,90,Yes - Hidden,Not Running,Client LP,https://admissions.accurate.in/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=2026,21-Jan-2026,,Yes,250,250,,,,ca271,cb271,cc271,cm271,cs271,ce271,cw271,cad271,cap271,cv271,,,Dashboard,,,,
272,12000272,7050771,Emversity,,Onboarded,Active,College/University,East,Karnataka,Bangalore,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,All Courses,Client,CPS,Admission,API,-,-,LSQ,Received,72959-Beyond Odds Technologies Private Limited,Realtime,Mask,-,,30000,,220,14-Jan-2026,23-Jan-2026,,81,Yes - Hidden,Not Running,KAPP LP,-,,,No,,200,,,,ca272,cb272,cc272,cm272,cs272,ce272,cw272,cad272,cap272,cv272,,,Lead Stage,Enrolled,Lead Stage,Enrolled,
273,12000273,7500210,Symbiosis Entrance Test,,Onboarded,Active,Exam,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,Not Received,"BBA, B.Tech, BCA, BA & B.Sc",Client,CPA,Application,Redirection,100,200,Client,Not Received,-,Offline,Mask,,,10000,1000,,13-Jan-2026,9-Feb-2026,,64,No,Running,Client LP,https://www.set-test.org/?utm_source=Kollegeapply&utm_campaign=SET_2026,,,,,0,,,,ca273,cb273,cc273,cm273,cs273,ce273,cw273,cad273,cap273,cv273,,,,,,,
274,12000274,7042177,Adamas University,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be Received,All Courses,Client,CPS,Admission,API,25,100,NPF,Received,Adamas University,Realtime,UnMask,https://apply.adamasuniversity.ac.in/?utm_source=kollegeapply&utm_medium=ts01&utm_campaign=2026,,15000,,150,17-Jan-2026,17-Jan-2026,,87,No,Running,Client LP,https://apply.adamasuniversity.ac.in/?utm_source=kollegeapply&utm_medium=ts01&utm_campaign=2026,,,Yes,50,150,,1000,,ca274,cb274,cc274,cm274,cs274,ce274,cw274,cad274,cap274,cv274,,Yes,Dashboard,Paid Applications,Dashboard,Enrolment Counts,
275,12000275,7042797,MATS University,,Onboarded,Active,College/University,West,Chhattisgarh,Raipur,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Will be Received,All Courses,Client,CPS,Admission,API,50,150,NPF 5,Received,,Realtime,UnMask,,,25000,,90,1-Dec-2025,1-Dec-2025,,134,Yes - Open,Running,Client LP,https://apply.matsuniversity.ac.in/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,No,300,120,,,,ca275,cb275,cc275,cm275,cs275,ce275,cw275,cad275,cap275,cv275,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
276,12000276,7042901,Oriental University,,Onboarded,Active,College/University,West,Madhya Pradesh,Indore,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Will be Received,All Courses,Client,CPS,Admission,API,250,500,NPF 6,Received,,Realtime,,,,2500,,20,17-Jan-2026,31-Jan-2026,,73,Yes - Open,Not Running,,-,,,,,,,,,ca276,cb276,cc276,cm276,cs276,ce276,cw276,cad276,cap276,cv276,,,,,Lead Stage,Admitted in oui,
277,12000277,7040943,Vikrant University,,Onboarded,Active,College/University,West,Madhya Pradesh,Gwalior,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Received,All Courses,Client,CPS,Admission,API,15,30,Extraaedge,Received,,Realtime,,,,2500,,30,19-Jan-2026,20-Jan-2026,,84,Yes - Open,Stopped,Client LP,https://vikrantuniversity.ac.in/registration/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,25,20,,,,ca277,cb277,cc277,cm277,cs277,ce277,cw277,cad277,cap277,cv277,,,Dashboard,Application Paid,,,
278,12000278,7049690,"TGBS, Mumbai",,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,In Process,MBA/PGDM,Client,CPA,Application,API,20,30,NPF 8,Received,Thakur Global Business School,Realtime,Mask,https://admissions.tgbsmumbai.in/?utm_source=kollegeapply&utm_medium=test&utm_campaign=2026,,1000,30,,19-Jan-2026,19-Jan-2026,,85,Yes - Open,Running,Client LP,https://admissions.tgbsmumbai.in/?utm_source=kollegeapply&utm_medium=test&utm_campaign=2026,,,,10,10,,,,ca278,cb278,cc278,cm278,cs278,ce278,cw278,cad278,cap278,cv278,,No,,,,,
279,12000279,7005364,"IIDT, Navi Mumbai",,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,In Process,"Design & Interior all courses,B.COM & BBA",Client,CPS,Admission,Google Sheet,20,50,Google Sheet,NA,-,Offline,UnMask,,,5000,,20,20-Jan-2026,20-Jan-2026,,84,Yes - Open,Not Running,,-,,,,,20,,,,ca279,cb279,cc279,cm279,cs279,ce279,cw279,cad279,cap279,cv279,,,,,,,
280,12000280,7033459,CB Bhandari Jain College,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,Received,"Bcom,. BBA, BCA, BA, MCOM , MBA",Client,CPL,Admission,API,20,60,NPF 8,Received,,,Mask,,,4500,,20,20-Jan-2026,20-Jan-2026,,84,Yes - Open,Running,Client LP,https://admissions.cbbhandarijaincollege.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,300,300,,,,ca280,cb280,cc280,cm280,cs280,ce280,cw280,cad280,cap280,cv280,,No,Dashboard,,Dashboard,,
281,12000281,7051189,Graphic Era University,,Onboarded,Active,College/University,North,Uttarakhand,Dehradun,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Ishu Gupta,NA,All Courses,In House,CPA,Application,API,50,100,NPF 4,Received,Graphic Era Deemed to be University,,UnMask,https://apply.geu.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,"The engagement with Graphic Era University operates on an end-to-end application model. All calling activities will be handled by the KollegeApply calling team.
KollegeApply can share up to 100 leads per day with Graphic Era University. These leads will remain valid in the Graphic Era CRM for a period of one month from the date of insertion. If any lead converts into an application within one month from the date of insertion, KollegeApply shall be eligible for application attribution.",,300,,20-Jan-2026,20-Jan-2026,,84,No,Not Running,Client LP,,,Not Running,Yes,100,100,,1500,,ca281,cb281,cc281,cm281,cs281,ce281,cw281,cad281,cap281,cv281,,Yes,Dashboard,Paid Applications,,,
282,12000282,7050982,BIITM Bhubaneswar,,Onboarded,Active,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,MBA,Client,CPL,Admission,API,5,10,NPF 4,Received,Biju Patnaik Institute of Information Technology & Management Studies,,Mask,https://apply.biitm.ac.in/?utm_source=kollegeapply&utm_medium=ts01&utm_campaign=2026,,250,,5,21-Jan-2026,22-Jan-2026,,82,Yes - Open,Not Running,NA,,,,No,,10,,,,ca282,cb282,cc282,cm282,cs282,ce282,cw282,cad282,cap282,cv282,,,,,,,No Form Initiated & Paid application access.
283,12000283,7042340,Brainware University,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,"Btech, BCA, MCA, BBA, MBA, BBA in Digital Marketing, BBA in Hospital Management, BBA in Business Analytics (in collaboration with IBM), MBA in Business Administration, and MBA in Healthcare Management, B.Sc, B.Pharma, B.optom, BA, B.Com",Client,CPS,Admission,API,30,50,Client,Received,,,UnMask,-,,15000,,100,21-Jan-2026,21-Jan-2026,,83,No,Stopped,KAPP LP,,,,No,,100,,,,ca283,cb283,cc283,cm283,cs283,ce283,cw283,cad283,cap283,cv283,,,,,Lead Stage,Booking Status - Booked,
284,12000284,7051464,"FinX, Mumbai",,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,In Process,All Courses,Client,CPA,Application,API,50,100,Extraaedge,Received,-,Realtime,Mask,https://lp.kollegeapply.com/FinX-admission-guidance2026/?utm_source=kollegeapply&utm_medium=ca284&utm_campaign=2026,,6000,200,,20-Jan-2026,21-Jan-2026,,83,Yes - Open,Not Running,,-,,,,,10,,,,ca284,cb284,cc284,cm284,cs284,ce284,cw284,cad284,cap284,cv284,,,,,,,
285,12000285,7040017,Valia School of Management,,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,In Process,MBA/PGDM,Client,CPS,Admission,API,30,50,Extraaedge,Received,Valia School of Management,Realtime,UnMask,,,3000,,10,20-Jan-2026,21-Jan-2026,,83,Yes - Open,Not Running,,-,,,,50,50,,,,ca285,cb285,cc285,cm285,cs285,ce285,cw285,cad285,cap285,cv285,,,,,,,
286,12000286,7016876,NICMAR,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,In Process,MBA/PGDM/M.Tech,Client,CPA,Application,API,500,1000,NPF 8,Received,NICMAR,Realtime,Mask,https://apply.nicmar.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,3000,100,,20-Jan-2026,20-Jan-2026,,84,Yes - Hidden,Running,Client LP,https://apply.nicmar.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,,100,,,,ca286,cb286,cc286,cm286,cs286,ce286,cw286,cad286,cap286,cv286,,Yes,,,,,
287,12000287,7011636,Leher School Of Design (LSOD),,Onboarded,Active,College/University,East,Delhi,New Delhi,Viswajeet Biswal,Rahul Raj,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,B.Des,Client,CPL,Admission,Google Sheet,-,-,Google Sheet,NA,Leher School Of Design,,UnMask,-,,350,,,21-Jan-2026,23-Jan-2026,,81,No,Not Running,NA,,,,No,,10,,,,ca287,cb287,cc287,cm287,cs287,ce287,cw287,cad287,cap287,cv287,,,,,,,
288,12000288,7043083,SOA University,,Onboarded,Active,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,All Courses,Client,CPA,Application,Redirection,-,-,Offline,Not Received,-,Offline,Mask,https://www.admission.soa.ac.in/saat-2026-application-form-5#utm_source=kollegeapply&utm_medium=topbanner&utm_campaign=ka-saat-2026,,,300,,22-Jan-2026,30-Jan-2026,,74,Yes - Open,Running,Client LP,https://www.admission.soa.ac.in/saat-2026-application-form-5#utm_source=kollegeapply&utm_medium=topbanner&utm_campaign=ka-saat-2026,,,No,,50,,,27-Apr-2026,ca288,cb288,cc288,cm288,cs288,ce288,cw288,cad288,cap288,cv288,,,Offline,total application count,,,"-Redirection campaign. Client does not have policy, he will share the Application count only"
289,12000289,7021612,Remo International College,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Surchand Laitonjam,Received,"BBA, B.Sc, MBA, B.Com",Client,CPL,Admission,API,10,20,NPF 6,Received,Remo Internatioanal College (RIC),Realitime,Mask,https://admissions2025.remocollege.com/application-form,,,,20,22-Jan-2026,11-Feb-2026,,62,Yes - Open,Not Running,,https://admissions2025.remocollege.com/application-form?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,No,100,100,,,,ca289,cb289,cc289,cm289,cs289,ce289,cw289,cad289,cap289,cv289,,,,,,,
290,12000290,7008395,KCG College of Technology,,Onboarded,Active,College/University,South,Tamil Nadu,Chennai,Raghav Luthra,Andrin,Govind Mahara,Govind Mahara,Surchand Laitonjam,Not Received,"B.E./B.Tech, M.E./M.Tech, MCA",Client,CPL,Application,API,10,20,NPF,Received,KCG College of Technology,Realitime,Mask,https://apply.kcgcollege.ac.in/,,,60,,22-Jan-2026,29-Jan-2026,,75,Yes - Open,Not Running,,https://apply.kcgcollege.ac.in/,,,No,20,20,,,,ca290,cb290,cc290,cm290,cs290,ce290,cw290,cad290,cap290,cv290,,No,Dashboard,,,,
291,12000291,7031628,"Bakliwal Foundation - College Of Arts, Commerce & Science",,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,NA,"BCOM, BBA, BCA, BA",Client,CPS,Admission,Google Sheet,30,50,Google Sheet,NA,-,Offline,UnMask,,,1000,,20,22-Jan-2026,22-Jan-2026,,82,Yes - Open,Not Running,,-,,,,,30,,,,ca291,cb291,cc291,cm291,cs291,ce291,cw291,cad291,cap291,cv291,,,,,,,
292,12000292,7003789,HIMT Group of Institutions,,Onboarded,Active,College/University,North,Uttar Pradesh,Greater Noida,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Vasudev Sharma,Pending,All Courses,Client,CPL,Admission,API,50,70,NPF,Received,"HIMT Group of Institutions, Greater Noida",,UnMask,,,1500,,15,23-Jan-2026,22-Jan-2026,,82,Yes - Hidden,Not Running,Client LP,https://apply.himt.ac.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,Yes,50,50,,,,ca292,cb292,cc292,cm292,cs292,ce292,cw292,cad292,cap292,cv292,,No,Dashboard,,,,
293,12000293,7042448,CVRU-Bilaspur,,Onboarded,Active,College/University,West,Chhattisgarh,Bilaspur,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,2500,,25,22-Jan-2026,25-Jan-2026,,79,Yes - Open,Not Running,,-,,,,,,,,,ca293,cb293,cc293,cm293,cs293,ce293,cw293,cad293,cap293,cv293,,,,,Dashboard,Enrolled Lead,
294,12000294,7042951,Rabindranath Tagore University,,Onboarded,Active,College/University,West,Madhya Pradesh,Bhopal,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,2500,,30,22-Jan-2026,24-Jan-2026,,80,Yes - Open,Not Running,,-,,,,,,,,,ca294,cb294,cc294,cm294,cs294,ce294,cw294,cad294,cap294,cv294,,,,,Dashboard,Enrolled Lead,
295,12000295,7042449,CVRU-Khandwa,,Onboarded,Active,College/University,West,Madhya Pradesh,Khandwa,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,1500,,15,22-Jan-2026,24-Jan-2026,,80,Yes - Open,Not Running,,-,,,,,,,,,ca295,cb295,cc295,cm295,cs295,ce295,cw295,cad295,cap295,cv295,,,,,Dashboard,Enrolled Lead,
296,12000296,7050121,CVRU-Vaishali,,Onboarded,Active,College/University,West,Bihar,Vaishali,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,1500,,12,22-Jan-2026,25-Jan-2026,,79,Yes - Open,Not Running,,-,,,,,,,,,ca296,cb296,cc296,cm296,cs296,ce296,cw296,cad296,cap296,cv296,,,,,Dashboard,Enrolled Lead,
297,12000297,7043035,Scope Global Skills University,,Onboarded,Active,College/University,West,Madhya Pradesh,Bhopal,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,1500,,15,22-Jan-2026,27-Jan-2026,,77,Yes - Open,Not Running,,-,,,,,,,,,ca297,cb297,cc297,cm297,cs297,ce297,cw297,cad297,cap297,cv297,,,,,Dashboard,Enrolled Lead,
298,12000298,7044776,AISECT Learn,,Onboarded,Pending,College/University,West,Madhya Pradesh,Bhopal,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,1500,,15,22-Jan-2026,,,0,Yes - Open,Not Running,,-,,,,,,,,,ca298,cb298,cc298,cm298,cs298,ce298,cw298,cad298,cap298,cv298,,,,,Dashboard,Enrolled Lead,
299,12000299,7042200,AISECT University,,Onboarded,Active,College/University,West,Jharkhand,Hazaribagh,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPS,Admission,API,10,25,LSQ,Received,,Realtime,,,,1500,,12,22-Jan-2026,27-Jan-2026,,77,Yes - Open,Not Running,,-,,,,,,,,,ca299,cb299,cc299,cm299,cs299,ce299,cw299,cad299,cap299,cv299,,,,,Dashboard,Enrolled Lead,
300,12000300,7042814,MIT ADTU,,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,Received,B.Tech/B.Sc./B.Des./BBA/B.Sc./B.Arch/BFA/LLB/MBA/M.Tech/M.Arch./M.Sc./MA/MFA,Client,CPS,Admission,API,50,100,Extraaedge,Not Received,-,Realtime,Mask,,,10000,,100,23-Jan-2026,23-Jan-2026,,81,Yes - Open,Running,KAPP LP,https://lp.kollegeapply.com/MIT_ADTU2026/,,,,,100,,,,ca300,cb300,cc300,cm300,cs300,ce300,cw300,cad300,cap300,cv300,,No,,,,,
301,12000301,7050115,Amity Mohali,,Onboarded,Active,College/University,North,Punjab,Mohali,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Monthly Structure,All Courses,Client,CPA,Application,API,30,150,LSQ,Received,54171-Amity University Punjab,,Mask,,,,250,,25-Jan-2026,26-Jan-2026,,78,Yes - Hidden,Stopped,Client LP,,,,No,200,200,,,,ca301,cb301,cc301,cm301,cs301,ce301,cw301,cad301,cap301,cv301,,,Lead Stage,"Payment complete, Availed Leads,Fee not paid but data expired,Application fee paid , Registered for option 1 , offer letter Published, fee paid , form received , form registered , enrolled ,",,,
302,12000302,7042223,Amity Kolkata,,Onboarded,Active,College/University,North,West Bengal,Kolkata,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Monthly Structure,All Courses,Client,CPA,Application,API,30,150,LSQ,Received,54198-Amity University Kolkata,,Mask,,,,250,,25-Jan-2026,26-Jan-2026,,78,Yes - Hidden,Stopped,Client LP,,,,No,200,200,,,,ca302,cb302,cc302,cm302,cs302,ce302,cw302,cad302,cap302,cv302,,,Lead Stage,"Payment complete, Availed Leads,Fee not paid but data expired,Application fee paid , Registered for option 1 , offer letter Published, fee paid , form received , form registered , enrolled ,",,,
303,12000303,7050137,Amity Ranchi,,Onboarded,Active,College/University,North,Jharkhand,Ranchi,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Monthly Structure,All Courses,Client,CPA,Application,API,30,150,LSQ,Received,39247-Amity Patna-Ranchi,,Mask,,,,150,,25-Jan-2026,26-Jan-2026,,78,Yes - Hidden,Not Running,,,,,No,200,200,,,,ca303,cb303,cc303,cm303,cs303,ce303,cw303,cad303,cap303,cv303,,,Lead Stage,"Payment complete, Availed Leads,Fee not paid but data expired,Application fee paid , Registered for option 1 , offer letter Published, fee paid , form received , form registered , enrolled ,",,,
304,12000304,7050117,Amity Patna,,Onboarded,Active,College/University,North,Bihar,Patna,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Monthly Structure,All Courses,Client,CPA,Application,API,30,150,LSQ,Received,39247-Amity Patna-Ranchi,,Mask,,,,250,,27-Jan-2026,26-Jan-2026,,78,Yes - Hidden,Not Running,Client LP,,,,No,200,200,,,,ca304,cb304,cc304,cm304,cs304,ce304,cw304,cad304,cap304,cv304,,,Lead Stage,"Payment complete, Availed Leads,Fee not paid but data expired,Application fee paid , Registered for option 1 , offer letter Published, fee paid , form received , form registered , enrolled ,",,,
305,12000305,,Amity Hyderabad,,Onboarded,Active,College/University,North,Telangana,Hyderabad,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ishu Gupta,Monthly Structure,All Courses,Client,CPA,Application,API,30,150,LSQ,Received,78959-AMITY UNIVERSITY HYDERABAD,,Mask,,,,200,,27-Jan-2026,31-Jan-2026,,73,Yes - Hidden,Not Running,Client LP,,Need Client LP,,No,200,200,,,,ca305,cb305,cc305,cm305,cs305,ce305,cw305,cad305,cap305,cv305,,,Lead Stage,"Payment complete, Availed Leads,Fee not paid but data expired,Application fee paid , Registered for option 1 , offer letter Published, fee paid , form received , form registered , enrolled ,",,,
